Date,Time,Observer.Initials,Tank_ID,Temperature_C,pH_mv,Salinity_psu,Orion_Temp,tris.date,Probe.Set,notes
20230828,,,BT 1/2,26.23,-54.3,34.7,NA,20230515,Probe1,
20230828,,,BT 3/4,26.21,-54.6,34.74,NA,20230515,Probe1,
20230829,,,header_tank,26.29,-56.8,34.82,NA,20230515,Probe1,
20230829,,,BT 1/2,26.32,-57.1,34.58,NA,20230515,Probe1,
20230829,,,BT 3/4,26.32,-56.2,34.53,NA,20230515,Probe1,
20230830,,,header_tank,26.36,-49.7,34.54,NA,20230515,Probe1,
20230830,,,BT 1/2,26.38,-50.2,34.61,NA,20230515,Probe1,
20230830,,,BT 3/4,26.4,-50.4,34.6,NA,20230515,Probe1,
20230831,,,header_tank,26.21,-54.5,35.49,NA,20230515,Probe1,
20230831,,,BT 1/2,26.24,-55,35.53,NA,20230515,Probe1,
20230831,,,BT 3/4,26.23,-55.5,35.53,NA,20230515,Probe1,
20230901,,,header_tank,26.28,-53.2,35.59,NA,20230515,Probe1,
20230901,,,BT 1/2,26.29,-53.7,35.61,NA,20230515,Probe1,
20230901,,,BT 3/4,26.3,-53.7,35.62,NA,20230515,Probe1,
20230905,,,header_tank,26.3,-50.9,35.77,NA,20230515,Probe1,
20230905,,,BT 1/2,26.31,-50.7,35.78,NA,20230515,Probe1,
20230905,,,BT 3/4,26.29,-50.8,35.78,NA,20230515,Probe1,
20230906,,,header_tank,26.37,-44.1,34.71,NA,20230906,Probe1,
20230906,,,BT 1/2,26.42,-44.5,34.68,NA,20230906,Probe1,
20230906,,,BT 3/4,26.42,-44.6,34.72,NA,20230906,Probe1,
20230907,,,header_tank,26.14,-49.2,34.82,NA,20230906,Probe1,
20230907,,,BT 1/2,26.14,-49.6,35.68,NA,20230906,Probe1,
20230907,,,BT 3/4,26.14,-49.5,35.69,NA,20230906,Probe1,
20230908,,,header_tank,26.42,-47.2,35.94,NA,20230906,Probe1,
20230908,,,BT 1/2,26.46,-47.8,35.96,NA,20230906,Probe1,
20230908,,,BT 3/4,26.45,-48,35.46,NA,20230906,Probe1,
20230911,,,header_tank,NA,-55.8,34.95,NA,20230906,Probe1,
20230911,,,BT 1/2,NA,-56.3,34.96,NA,20230906,Probe1,
20230911,,,BT 3/4,NA,-56.5,34.88,NA,20230906,Probe1,
20230911,,,quarantine_tank,NA,-59.3,41.36,NA,20230906,Probe1,
20230912,,,header_tank,26.2,-48,34.91,NA,20230906,Probe1,
20230912,,,BT 1/2,26.18,-49.1,34.81,NA,20230906,Probe1,
20230912,,,BT 3/4,26.15,-48.7,34.95,NA,20230906,Probe1,
20230912,,,quarantine_tank,22.68,-51.7,35.17,NA,20230906,Probe1,
20230913,,,header_tank,25.59,-50.4,35.18,NA,20230906,Probe1,
20230913,,,BT 1/2,25.7,-49,34.94,NA,20230906,Probe1,
20230913,,,BT 3/4,25.57,-49.8,34.95,NA,20230906,Probe1,
20230913,,,quarantine_tank,23.87,-47.3,35.29,NA,20230906,Probe1,
20230914,,,header_tank,26.25,-51.1,34.83,NA,20230906,Probe1,
20230914,,,BT 1/2,26.31,-51,34.87,NA,20230906,Probe1,
20230914,,,BT 3/4,26.29,-51.4,34.84,NA,20230906,Probe1,
20230914,,,quarantine_tank,24.37,-48.4,35.14,NA,20230906,Probe1,
20230915,,,header_tank,26.14,-49.3,35.78,NA,20230906,Probe1,
20230915,,,BT 1/2,26.19,-50,35.9,NA,20230906,Probe1,
20230915,,,BT 3/4,26.2,-50,35.89,NA,20230906,Probe1,
20230915,,,quarantine_tank,24.37,-48.6,34.83,NA,20230906,Probe1,
20230918,,,header_tank,26.31,-48.6,34.83,NA,20230906,Probe1,
20230918,,,BT 1/2,26.34,-55,34.91,NA,20230906,Probe1,
20230918,,,BT 3/4,26.34,-55,35.06,NA,20230906,Probe1,
20230919,,,quarantine_tank,24.74,-55.8,35.45,NA,20230906,Probe1,
20230919,,,header_tank,26.2,-54.7,34.93,NA,20230906,Probe1,
20230919,,,BT 1/2,26.26,-55.2,34.93,NA,20230906,Probe1,
20230919,,,BT 3/4,26.24,-55.3,34.85,NA,20230906,Probe1,
20230919,,,quarantine_tank,24.48,-54.3,35.44,NA,20230906,Probe1,
20230926,,,header_tank,26.31,-48.4,34.43,NA,20230906,Probe1,
20230926,,,BT 1/2,26.32,-48.5,34.38,NA,20230906,Probe1,
20230926,,,BT 3/4,26.34,-48.6,34.35,NA,20230906,Probe1,
20230926,,,quarantine_tank,26.58,-49.3,36.07,NA,20230906,Probe1,
20230927,,,header_tank,26.22,-50.1,34.4,NA,20230906,Probe1,
20230927,,,BT 1/2,26.23,-49.9,34.37,NA,20230906,Probe1,
20230927,,,BT 3/4,26.25,-49.9,34.45,NA,20230906,Probe1,
20230927,,,quarantine_tank,26.31,-49.3,36.21,NA,20230906,Probe1,
20230929,,,header_tank,26.33,-49.9,34.56,NA,20230906,Probe1,
20230929,,,BT 1/2,26.3,-47.4,34.56,NA,20230906,Probe1,
20230929,,,BT 3/4,26.32,-47.8,34.53,NA,20230906,Probe1,
20230929,,,quarantine_tank,25.39,-50,35.75,NA,20230906,Probe1,
20231002,,,header_tank,26.08,-48,34.7,NA,20230906,Probe1,
20231002,,,BT 1/2,26.08,-48.4,34.66,NA,20230906,Probe2,
20231002,,,BT 3/4,26.14,-48.4,34.62,NA,20230906,Probe1,
20231002,,,quarantine_tank,26.06,-49.7,36.05,NA,20230906,Probe2,
20231002,,,quarantine_tank,26.48,-48.4,34.4,NA,20230906,Probe2,
20231005,,,header_tank,25.69,-43.7,35.06,NA,20230906,Probe2,
20231005,,,BT 3/4,25.76,-43.3,35.14,NA,20230906,Probe1,
20231006,,,header_tank,26.13,-46.7,36.7,NA,20230906,Probe1,
20231006,,,BT 3/4,26.29,-46.4,36.75,NA,20230906,Probe1,
20231010,,,header_tank,26.23,-46.9,37.79,NA,20230906,Probe1,
20231010,,,BT 1/2,NA,-55.5,36.13,NA,20230906,Probe2,
20231010,,,BT 3/4,26.27,-47.6,37.82,NA,20230906,Probe1,
20231011,,,header_tank,26.44,-38,37.21,NA,20230906,Probe1,
20231011,,,BT 1/2,NA,-48.6,35.97,NA,20230906,Probe2,
20231011,,,BT 3/4,26.51,-38.4,37.26,NA,20230906,Probe1,
20231012,,,header_tank,26.32,-50.7,37.24,NA,20230906,Probe1,
20231012,,,BT 1/2,NA,-56.1,35.85,NA,20230906,Probe2,
20231012,,,BT 3/4,26.37,-50.4,37.3,NA,20230906,Probe1,
20231013,,,header_tank,25.945,-44.3,36.38,NA,20230906,Probe1,
20231013,,,BT 1/2,NA,-52.9,35.95,NA,20230906,Probe2,
20231013,,,BT 3/4,25.958,-45,36.31,NA,20230906,Probe1,
20231017,,,header_tank,26.471,-48.7,33.98,NA,20230906,Probe1,
20231017,,,BT 1/2,NA,-52.9,35.95,NA,20230906,Probe2,
20231017,,,BT 3/4,26.508,-48.9,33.98,NA,20230906,Probe1,
20231018,,,header_tank,26.794,-40.4,35.85,NA,20230906,Probe1,
20231018,,,BT 1/2,NA,-49.2,36.06,NA,20230906,Probe2,
20231018,,,BT 3/4,26.906,-41.4,35.89,NA,20230906,Probe1,
20231020,,,header_tank,26.79,-48.3,35.09,NA,20230906,Probe1,
20231020,,,BT 1/2,NA,-54.7,35.66,NA,20230906,Probe2,
20231020,,,BT 3/4,26.8,-49.2,35.54,NA,20230906,Probe1,
20231023,,,header_tank,26.28,-44.6,35.09,NA,20230906,Probe1,
20231023,,,BT 1/2,NA,-48.2,35.48,NA,20230906,Probe2,
20231023,,,BT 3/4,26.31,-45.6,34.98,NA,20230906,Probe1,
20231024,,,header_tank,26.5,-48.9,35.28,NA,20230906,Probe1,
20231024,,,BT 1/2,NA,-54.9,35.6,NA,20230906,Probe2,
20231024,,,BT 3/4,26.64,-50.2,35.18,NA,20230906,Probe1,
20231025,,,header_tank,26.36,-46.1,35.27,NA,20230906,Probe1,
20231025,,,BT 1/2,NA,-53.1,35.7,NA,20230906,Probe2,
20231025,,,BT 3/4,26.4,-46.3,35.35,NA,20230906,Probe1,
20231026,,,header_tank,26.31,-43.4,36.51,NA,20230906,Probe1,
20231026,,,BT 1/2,NA,-51.8,35.76,NA,20230906,Probe2,
20231026,,,BT 3/4,26.35,-43.9,35.5,NA,20230906,Probe1,
20231027,,,header_tank,26.44,-44.9,34.86,NA,20230906,Probe1,
20231027,,,BT 1/2,NA,-52.4,35.91,NA,20230906,Probe2,
20231027,,,BT 3/4,26.49,-44.1,33.86,NA,20230906,Probe1,
20231028,,,BT 1/2,24.81,-55.7,35.67,24.9,20230906,Probe2,
20231028,,,BT 3/4,26.5,-51.9,33.98,26.6,20230906,Probe1,
20231030,,,header_tank,26.05,-47.9,34.5,NA,20230906,Probe1,
20231030,,,BT 1/2,NA,-55,35.34,25.5,20230906,Probe2,
20231030,,,BT 3/4,26.29,-49.2,34.31,26.3,20230906,Probe1,
20231031,,,header_tank,26.33,-44,35.54,25,20230906,Probe1,
20231031,,,BT 1/2,NA,-55,35.34,24.9,20230906,Probe2,
20231031,,,BT 3/4,26.34,-44.3,35.56,25,20230906,Probe1,
20231101,,,header_tank,26.34,-45,35.65,NA,20230906,Probe1,
20231101,,,BT 1/2,NA,-48.9,35.57,NA,20230906,Probe2,
20231101,,,BT 3/4,26.34,-49.3,34.63,NA,20230906,Probe1,
20231102,,,header_tank,26.23,-44.6,35.85,NA,20230906,Probe1,
20231102,,,BT 1/2,24.47,-52.1,35.66,NA,20230906,Probe2,
20231102,,,BT 3/4,26.27,-45.6,35.92,NA,20230906,Probe1,
20231103,,,header_tank,26.38,-39.8,36.18,NA,20230906,Probe1,
20231103,,,BT 1/2,24.44,-50.4,35.57,NA,20230906,Probe2,
20231103,,,BT 3/4,26.41,-39.8,36.15,NA,20230906,Probe1,
20231106,,,header_tank,26.23,-39.7,36.61,NA,20231109,Probe1,
20231106,,,BT 1/2,24.5,-54.4,35.51,NA,20231109,Probe2,
20231106,,,BT 3/4,26.41,-40.7,35.55,NA,20231109,Probe1,
20231108,,,header_tank,26.33,-38.6,36,26.3,20231109,Probe1,
20231108,,,BT 1/2,24.5,-53.8,35.77,24.5,20231109,Probe2,
20231108,,,BT 3/4,26.39,-39.9,35.88,26.5,20231109,Probe1,
20231109,,,header_tank,25.41,-43.14,35.86,NA,20231109,Probe1,
20231109,,,BT 1/2,24.5,-48.1,35.47,NA,20231109,Probe2,
20231109,,,BT 3/4,25.35,-43.9,35.83,NA,20231109,Probe1,
20231110,,,header_tank,26.32,-42.5,36.13,26.4,20231109,Probe1,
20231110,,,BT 1/2,23.8,-49.6,35.75,23.8,20231109,Probe2,
20231110,,,BT 3/4,26.35,-42.7,36.04,26.4,20231109,Probe1,
20231113,,,header_tank,26.09,-52.3,36.46,NA,20231113,Probe1,
20231113,,,BT 1/2,24.62,-51.6,35.31,NA,20231113,Probe2,
20231113,,,BT 3/4,26.26,-52.4,36.33,NA,20231113,Probe1,
20231114,,,header_tank,26.3,-46.1,36.4,26.2,20231113,Probe1,
20231114,,,BT 1/2,24.1,-46.1,35.39,24.1,20231113,Probe2,
20231114,,,BT 3/4,26.33,-46.4,37.38,25,20231113,Probe1,
20231115,,,header_tank,26.26,-54.8,35.75,NA,20231113,Probe1,
20231115,,,BT 1/2,24.13,-52.4,35.19,NA,20231113,Probe2,
20231115,,,BT 3/4,26.35,-55.5,35.76,NA,20231113,Probe1,
20231116,,,header_tank,26.35,-54.1,36.03,NA,20231113,Probe1,
20231116,,,BT 1/2,24.06,-47.5,35.28,NA,20231113,Probe2,
20231116,,,BT 3/4,26.35,-54.7,35.94,NA,20231113,Probe1,
20231117,,,header_tank,26.32,-55.1,36.09,NA,20231113,Probe1,
20231117,,,BT 1/2,23.91,-47.7,35.11,NA,20231113,Probe2,
20231117,,,BT 3/4,26.34,-55.9,36,NA,20231113,Probe1,
20231120,,,header_tank,26.31,-61.6,36.7,NA,20231113,Probe1,
20231120,,,BT 1/2,24,-48.3,34.91,NA,20231113,Probe2,
20231120,,,BT 3/4,26.3,-61.1,36.17,NA,20231113,Probe1,
20231121,,,header_tank,26.33,-60.1,37.25,NA,20231113,Probe1,
20231121,,,BT 1/2,24.17,-48.3,35.31,NA,20231113,Probe2,
20231121,,,BT 3/4,26.43,-59.6,36.28,NA,20231113,Probe1,
20231122,,,header_tank,26.48,-63.1,35.68,NA,20231113,Probe1,
20231122,,,BT 1/2,24.42,-51,35.25,NA,20231113,Probe2,
20231122,,,BT 3/4,26.54,-63.8,35.72,NA,20231113,Probe1,
20231123,,,header_tank,26.7,-64.4,34.54,NA,20231113,Probe1,
20231123,,,BT 1/2,24.45,-51.2,35.06,NA,20231113,Probe2,
20231123,,,BT 3/4,26.76,-63.3,34.58,NA,20231113,Probe1,
20231124,,,header_tank,26.52,-60.3,34.53,NA,20231113,Probe1,
20231124,,,BT 1/2,24.48,-46.2,35.12,NA,20231113,Probe2,
20231124,,,BT 3/4,26.56,-60.8,34.48,NA,20231113,Probe1,
20231127,,,header_tank,26.51,-61,34.7,NA,20231129,Probe1,
20231127,,,BT 1/2,24.87,-44,34.88,NA,20231129,Probe2,
20231127,,,BT 3/4,26.59,-61.4,35.94,NA,20231129,Probe1,
20231128,,,header_tank,26.33,-65.2,34.96,NA,20231129,Probe1,
20231128,,,BT 1/2,24.42,-48.7,34.72,NA,20231129,Probe2,
20231128,,,BT 3/4,26.39,-65.7,34.85,NA,20231129,Probe1,
20231129,,,header_tank,26.33,-65,34.89,NA,20231129,Probe1,
20231129,,,BT 1/2,24.42,-54.1,34.67,NA,20231129,Probe2,
20231129,,,BT 3/4,26.59,-65.7,34.78,NA,20231129,Probe1,
20231130,,,header_tank,25.96,-61.7,34.91,NA,20231129,Probe1,
20231130,,,BT 1/2,24.43,-67.4,34.81,NA,20231129,Probe2,
20231130,,,BT 3/4,26.12,-62.3,34.89,NA,20231129,Probe1,
20231201,,,header_tank,26.1,-62.5,34.94,NA,20231129,Probe1,
20231201,,,BT 1/2,24.43,-63.9,35.01,NA,20231129,Probe2,
20231201,,,BT 3/4,26.1,-69.6,34.69,NA,20231129,Probe1,
20231204,,,header_tank,26.02,-65.5,35.75,NA,20231129,Probe1,
20231204,,,BT 1/2,24.12,-74.3,34.84,NA,20231129,Probe2,
20231204,,,BT 3/4,26.12,-63.6,35.82,NA,20231129,Probe1,
20231205,,,header_tank,25.77,-65.2,35.82,NA,20231205,Probe1,
20231205,,,BT 1/2,24.08,-76,35.52,NA,20231205,Probe2,
20231205,,,BT 3/4,25.91,-65.8,34.64,NA,20231205,Probe1,
20231206,,,header_tank,25.83,-65.7,35.62,NA,20231205,Probe1,
20231206,,,BT 1/2,24.21,-76,34.89,NA,20231205,Probe2,
20231206,,,BT 3/4,25.97,-67.2,33.99,NA,20231205,Probe1,
20231207,,,header_tank,25.86,-65.5,35.02,NA,20231205,Probe1,
20231207,,,BT 1/2,22.25,-74.1,34.43,NA,20231205,Probe2,
20231207,,,BT 3/4,25.75,-65.6,35.16,NA,20231205,Probe1,
20231208,,,header_tank,25.95,-67.5,34.97,NA,20231205,Probe1,
20231208,,,BT 1/2,24.85,-74.8,34.39,NA,20231205,Probe2,
20231208,,,BT 3/4,26.06,-67.7,34.97,NA,20231205,Probe1,
20231211,,,header_tank,26.09,-59.6,34.94,NA,20231205,Probe1,
20231211,,,BT 1/2,25.57,-74.5,34.25,NA,20231205,Probe2,
20231211,,,BT 3/4,26.23,-59.9,34.94,NA,20231205,Probe1,
20231212,,,header_tank,25.67,-58.6,34.89,NA,20231205,Probe1,
20231212,,,BT 1/2,24.76,-72.7,34.28,NA,20231205,Probe2,
20231212,,,BT 3/4,25.89,-58.7,34.87,NA,20231205,Probe1,
20231214,,,header_tank,25.81,-57.7,34.89,NA,20231205,Probe1,
20231214,,,BT 1/2,24.95,-73.9,34.38,NA,20231205,Probe2,
20231214,,,BT 3/4,26,-58.7,34.81,NA,20231205,Probe1,
20231215,,,header_tank,25.98,-57.9,35,NA,20231205,Probe1,
20231215,,,BT 1/2,25.13,-72.2,34.45,NA,20231205,Probe2,
20231215,,,BT 3/4,26.15,-58.9,34.91,NA,20231205,Probe1,
20231218,,,header_tank,26.35,-51.5,34.65,NA,20231205,Probe1,
20231218,,,BT 1/2,25.77,-67.4,34.56,NA,20231205,Probe2,
20231218,,,BT 3/4,26.61,-50.6,34.61,NA,20231205,Probe1,
20231220,,,header_tank,25.72,-48.9,35.09,NA,20231220,Probe1,
20231220,,,BT 1/2,25.44,-66.3,34.73,NA,20231220,Probe2,
20231220,,,BT 3/4,25.94,-50.1,35,NA,20231220,Probe1,
20231221,,,header_tank,25.92,-50.6,34.96,NA,20231220,Probe1,
20231221,,,BT 1/2,25.18,-66.5,34.75,NA,20231220,Probe2,
20231221,,,BT 3/4,26.12,-51.7,34.95,NA,20231220,Probe1,
20231222,8:45,HP,BT 1/2,25.36,-58.8,34.23,NA,20231220,Probe2,Merged two blue tanks back into one continuous tank
20231222,8:45,HP,BT 3/4,26.02,-45.5,35.08,NA,20231220,Probe1,Merged two blue tanks back into one continuous tank
20231222,8:45,HP,header_tank,25.81,-46.5,35.04,NA,20231220,Probe1,Merged two blue tanks back into one continuous tank
20231222,9:20,HP,BT 1/2,25.74,-53.3,34.67,NA,20231220,Probe1,
20231222,9:20,HP,BT 3/4,25.73,-51.4,34.66,NA,20231220,Probe1,
20231222,10:45,HP,BT 1/2,25.9,-53.1,35.42,NA,20231220,Probe1,
20231222,10:45,HP,BT 3/4,25.91,-54.7,34.66,NA,20231220,Probe1,
20231222,10:45,HP,header_tank,25.86,-53.7,35.4,NA,20231220,Probe1,
20231222,16:45,HP,BT 1/2,26.6,-59.2,34.61,NA,20231220,Probe1,
20231222,16:45,HP,BT 3/4,26.6,-59.7,34.61,NA,20231220,Probe1,
20231222,16:45,HP,header_tank,26.52,-59.2,34.6,NA,20231220,Probe1,
20231224,12:05,HP,BT 1/2,26.58,-57.6,34.63,NA,20231220,Probe1,
20231224,12:05,HP,BT 3/4,26.6,-57.7,34.65,NA,20231220,Probe1,
20231224,12:05,HP,header_tank,26.55,-57.7,34.68,NA,20231220,Probe1,
20231226,15:25,HP,BT 1/2,26.73,-62.6,34.61,NA,20231220,Probe1,
20231226,15:25,HP,BT 3/4,26.74,-62.8,34.61,NA,20231220,Probe1,
20231226,15:25,HP,header_tank,26.7,-61.6,34.67,NA,20231220,Probe1,